,from_domain,from_vocab,from_standard,to_domain,to_vocab,to_standard,relationship,count
1527,Drug,SNOMED,,Observation,SNOMED,S,Has transformation,426
1528,Drug,SNOMED,,Observation,SNOMED,S,Is a,4173
1529,Drug,SNOMED,,Observation,SNOMED,S,Maps to,96
1530,Drug,SNOMED,,Observation,SNOMED,S,Modification of,2
1531,Drug,SNOMED,,Observation,SNOMED,S,Plays role,10243
1532,Drug,SNOMED,,Observation,SNOMED,S,Relative to of,1
1533,Drug,SNOMED,,Observation,SNOMED,S,Subject of,1
1534,Drug,SNOMED,,Observation,SNOMED,S,Subsumes,806
1535,Drug,SNOMED,,Observation,SNOMED,,Active ing of,3
1536,Drug,SNOMED,,Observation,SNOMED,,Basic dose form of,1
1537,Drug,SNOMED,,Observation,SNOMED,,Causative agent of,1988
1538,Drug,SNOMED,,Observation,SNOMED,,Comp material of,1
1539,Drug,SNOMED,,Observation,SNOMED,,Concept poss_eq from,227
1540,Drug,SNOMED,,Observation,SNOMED,,Concept poss_eq to,21
1541,Drug,SNOMED,,Observation,SNOMED,,Concept replaced by,9
1542,Drug,SNOMED,,Observation,SNOMED,,Concept replaces,1382
1543,Drug,SNOMED,,Observation,SNOMED,,Concept same_as from,314
1544,Drug,SNOMED,,Observation,SNOMED,,Concept same_as to,15
1545,Drug,SNOMED,,Observation,SNOMED,,Dir subst of,36
1546,Drug,SNOMED,,Observation,SNOMED,,Disp dose form of,1
1547,Drug,SNOMED,,Observation,SNOMED,,Dose form of,6
1548,Drug,SNOMED,,Observation,SNOMED,,Has active ing,1051
1549,Drug,SNOMED,,Observation,SNOMED,,Has basis str subst,160
1550,Drug,SNOMED,,Observation,SNOMED,,Has disp dose form,110
1551,Drug,SNOMED,,Observation,SNOMED,,Has disposition,430
1552,Drug,SNOMED,,Observation,SNOMED,,Has dose form,626
1553,Drug,SNOMED,,Observation,SNOMED,,Has modification,7
1554,Drug,SNOMED,,Observation,SNOMED,,Has prec ingredient,127
1555,Drug,SNOMED,,Observation,SNOMED,,Has spec active ing,26
1556,Drug,SNOMED,,Observation,SNOMED,,Is a,894
1557,Drug,SNOMED,,Observation,SNOMED,,Modification of,5
1558,Drug,SNOMED,,Observation,SNOMED,,Plays role,44
1559,Drug,SNOMED,,Observation,SNOMED,,Process output of,17
1560,Drug,SNOMED,,Observation,SNOMED,,Spec active ing of,1
1561,Drug,SNOMED,,Observation,SNOMED,,Subsumes,545
1562,Drug,SNOMED,,Procedure,ICD10PCS,S,Component of,34
1563,Drug,SNOMED,,Procedure,ICD10PCS,S,Dir subst of,1654
1564,Drug,SNOMED,,Procedure,ICD10PCS,S,Subst used by,214
1565,Drug,SNOMED,,Procedure,ICD9Proc,S,Component of,2
1566,Drug,SNOMED,,Procedure,ICD9Proc,S,Dir subst of,31
1567,Drug,SNOMED,,Procedure,ICD9Proc,,Dir subst of,53
1568,Drug,SNOMED,,Procedure,OPCS4,S,Dir subst of,26
1569,Drug,SNOMED,,Procedure,SNOMED,S,Component of,25
1570,Drug,SNOMED,,Procedure,SNOMED,S,Dir subst of,1740
1571,Drug,SNOMED,,Procedure,SNOMED,S,Subst used by,213
1572,Drug,SNOMED,,Procedure,SNOMED,,Component of,5
1573,Drug,SNOMED,,Procedure,SNOMED,,Concept poss_eq from,38
1574,Drug,SNOMED,,Procedure,SNOMED,,Concept same_as from,19
1575,Drug,SNOMED,,Procedure,SNOMED,,Dir subst of,1190
1576,Drug,SNOMED,,Procedure,SNOMED,,Subst used by,9
1577,Drug,SNOMED,,Route,SNOMED,S,Has route,2225
1578,Drug,SNOMED,,Specimen,SNOMED,S,Specimen subst of,4
1579,Drug,SNOMED,,Unit,SNOMED,,Concept same_as to,4
1580,Drug,SNOMED,,Unit,SNOMED,,Has conc denom unit,3420
1581,Drug,SNOMED,,Unit,SNOMED,,Has conc num unit,3502
1582,Drug,SNOMED,,Unit,SNOMED,,Has denominator unit,6231
1583,Drug,SNOMED,,Unit,SNOMED,,Has dose form unit,1575
1584,Drug,SNOMED,,Unit,SNOMED,,Has numerator unit,6357
1585,Drug,SNOMED,,Unit,SNOMED,,Has unit of admin,13
1586,Drug,SNOMED,,Unit,SNOMED,,Has unit of presen,6181
1587,Drug,SNOMED,,Unit,SNOMED,,Has unit of prod use,1416
1588,Drug,SNOMED,,Unit,UCUM,S,Maps to,15
1589,Drug,SPL,C,Drug,RxNorm,S,Maps to,42519
1590,Drug,SPL,C,Drug,RxNorm,S,SPL - RxNorm,264313
1591,Drug,SPL,C,Drug,RxNorm,,SPL - RxNorm,423547
1592,Drug,SPL,C,Drug,SPL,,Concept replaces,257
1593,Drug,SPL,,Drug,RxNorm,S,Maps to,8102
1594,Drug,SPL,,Drug,RxNorm,S,SPL - RxNorm,1755
1595,Drug,SPL,,Drug,RxNorm,,SPL - RxNorm,1101
1596,Drug,SPL,,Drug,SPL,C,Concept replaced by,257
1597,Drug,SPL,,Drug,SPL,,Concept replaced by,11
1598,Drug,SPL,,Drug,SPL,,Concept replaces,11
1599,Drug/Procedure,Read,,Measurement,SNOMED,S,Maps to,1
1600,Drug/Procedure,Read,,Observation,SNOMED,S,Maps to,1
1601,Drug/Procedure,Read,,Procedure,SNOMED,S,Maps to,4
1602,Episode,Episode,S,Episode,Episode,S,Mapped from,14
1603,Episode,Episode,S,Episode,Episode,S,Maps to,14
1604,Episode,Episode,S,Episode,Episode,,Mapped from,2
1605,Episode,Episode,S,Episode,NAACCR,,Mapped from,8
1606,Episode,Episode,,Episode,Episode,S,Maps to,2
1607,Episode,NAACCR,,Drug,NAACCR,,Has Answer,5
1608,Episode,NAACCR,,Episode,Episode,S,Maps to,8
1609,Episode,NAACCR,,Measurement,NAACCR,S,Parent item of,26
1610,Episode,NAACCR,,Metadata,NAACCR,,Has end date,3
1611,Episode,NAACCR,,Metadata,NAACCR,,Has start date,7
1612,Episode,NAACCR,,Observation,NAACCR,S,Has Answer,93
1613,Episode,NAACCR,,Observation,NAACCR,,Has Answer,1
1614,Episode,NAACCR,,Observation,NAACCR,,Variable to Schema,1560
1615,Episode,NAACCR,,Procedure,NAACCR,S,Has Answer,678
1616,Ethnicity,Ethnicity,S,Ethnicity,Ethnicity,S,Mapped from,2
1617,Ethnicity,Ethnicity,S,Ethnicity,Ethnicity,S,Maps to,2
1618,Ethnicity,Ethnicity,S,Race,SNOMED,,Mapped from,4
1619,Gender,Gender,S,Gender,Gender,S,Mapped from,2
1620,Gender,Gender,S,Gender,Gender,S,Maps to,2
1621,Gender,Gender,S,Gender,Read,,Mapped from,1
1622,Gender,Gender,S,Gender,UK Biobank,,Mapped from,2
1623,Gender,Gender,S,Observation,SNOMED,,Mapped from,6
1624,Gender,Read,,Gender,Gender,S,Maps to,1
1625,Gender,Read,,Observation,LOINC,S,Maps to,2
1626,Gender,SNOMED,,Condition,SNOMED,S,Concept poss_eq to,1
1627,Gender,SNOMED,,Gender,SNOMED,,Concept poss_eq from,4
1628,Gender,SNOMED,,Gender,SNOMED,,Concept poss_eq to,4
1629,Gender,SNOMED,,Gender,SNOMED,,Concept replaced by,2
1630,Gender,SNOMED,,Gender,SNOMED,,Concept replaces,2
1631,Gender,SNOMED,,Gender,SNOMED,,Concept same_as from,2
1632,Gender,SNOMED,,Gender,SNOMED,,Concept same_as to,2
1633,Gender,SNOMED,,Gender,SNOMED,,Is a,4
1634,Gender,SNOMED,,Gender,SNOMED,,Subsumes,4
1635,Gender,SNOMED,,Measurement,SNOMED,,Has interprets,2
1636,Gender,SNOMED,,Metadata,SNOMED,,Has Module,10
1637,Gender,SNOMED,,Metadata,SNOMED,,Has status,10
1638,Gender,SNOMED,,Observation,SNOMED,S,Concept poss_eq to,3
1639,Gender,SNOMED,,Observation,SNOMED,S,Is a,3
1640,Gender,SNOMED,,Observation,SNOMED,,Concept poss_eq from,3
1641,Gender,SNOMED,,Observation,SNOMED,,Has interprets,5
1642,Gender,SNOMED,,Observation,SNOMED,,Subsumes,6
1643,Gender,UK Biobank,,Gender,Gender,S,Maps to,2
1644,Gender,UK Biobank,,Observation,UK Biobank,,Value of,2
1645,Geography,OSM,S,Geography,OSM,S,Is a,203269
1646,Geography,OSM,S,Geography,OSM,S,Mapped from,203339
1647,Geography,OSM,S,Geography,OSM,S,Maps to,203339
1648,Geography,OSM,S,Geography,OSM,S,Subsumes,203269
1649,Geography,OSM,S,Geography,US Census,S,Is a,51
1650,Geography,OSM,S,Geography,US Census,S,Subsumes,4
1651,Geography,SNOMED,S,Geography,SNOMED,S,Is a,222
1652,Geography,SNOMED,S,Geography,SNOMED,S,Mapped from,229
1653,Geography,SNOMED,S,Geography,SNOMED,S,Maps to,229
1654,Geography,SNOMED,S,Geography,SNOMED,S,Subsumes,222
1655,Geography,SNOMED,S,Geography,SNOMED,,Concept poss_eq from,2
1656,Geography,SNOMED,S,Geography,SNOMED,,Concept replaces,6
1657,Geography,SNOMED,S,Geography,SNOMED,,Concept same_as from,9
1658,Geography,SNOMED,S,Geography,SNOMED,,Is a,8
1659,Geography,SNOMED,S,Geography,SNOMED,,Mapped from,14
1660,Geography,SNOMED,S,Geography,SNOMED,,Subsumes,6
1661,Geography,SNOMED,S,Metadata,SNOMED,,Has Module,229
1662,Geography,SNOMED,S,Metadata,SNOMED,,Has status,229
1663,Geography,SNOMED,,Geography,SNOMED,S,Concept poss_eq to,2
1664,Geography,SNOMED,,Geography,SNOMED,S,Concept replaced by,6
1665,Geography,SNOMED,,Geography,SNOMED,S,Concept same_as to,9
1666,Geography,SNOMED,,Geography,SNOMED,S,Is a,6
1667,Geography,SNOMED,,Geography,SNOMED,S,Maps to,14
1668,Geography,SNOMED,,Geography,SNOMED,S,Subsumes,8
1669,Geography,SNOMED,,Geography,SNOMED,,Concept poss_eq from,8
1670,Geography,SNOMED,,Geography,SNOMED,,Concept poss_eq to,8
1671,Geography,SNOMED,,Geography,SNOMED,,Concept replaced by,3
1672,Geography,SNOMED,,Geography,SNOMED,,Concept replaces,3
1673,Geography,SNOMED,,Geography,SNOMED,,Concept same_as from,1
1674,Geography,SNOMED,,Geography,SNOMED,,Concept same_as to,1
1675,Geography,SNOMED,,Geography,SNOMED,,Is a,481
1676,Geography,SNOMED,,Geography,SNOMED,,Subsumes,481
1677,Geography,SNOMED,,Metadata,SNOMED,,Has Module,454
1678,Geography,SNOMED,,Metadata,SNOMED,,Has status,454
1679,Geography,SNOMED,,Observation,SNOMED,,Is a,1
1680,Geography,US Census,S,Geography,OSM,S,Is a,4
1681,Geography,US Census,S,Geography,OSM,S,Subsumes,51
1682,Geography,US Census,S,Geography,US Census,S,Is a,9
1683,Geography,US Census,S,Geography,US Census,S,Mapped from,13
1684,Geography,US Census,S,Geography,US Census,S,Maps to,13
1685,Geography,US Census,S,Geography,US Census,S,Subsumes,9
1686,Language,Language,S,Language,Language,S,Mapped from,1
1687,Language,Language,S,Language,Language,S,Maps to,1
1688,Language,Language,S,Language,SNOMED,S,Is a,1
1689,Language,SNOMED,S,Language,Language,S,Subsumes,1
1690,Language,SNOMED,S,Language,SNOMED,S,Is a,888
1691,Language,SNOMED,S,Language,SNOMED,S,Mapped from,835
1692,Language,SNOMED,S,Language,SNOMED,S,Maps to,835
1693,Language,SNOMED,S,Language,SNOMED,S,Subsumes,888
1694,Language,SNOMED,S,Language,SNOMED,,Concept replaces,9
1695,Language,SNOMED,S,Language,SNOMED,,Concept same_as from,38
1696,Language,SNOMED,S,Language,SNOMED,,Mapped from,39
1697,Language,SNOMED,S,Language,SNOMED,,Subsumes,10
1698,Language,SNOMED,S,Metadata,SNOMED,,Has Module,835
1699,Language,SNOMED,S,Metadata,SNOMED,,Has status,835
1700,Language,SNOMED,S,Observation,PPI,,Value mapped from,24
1701,Language,SNOMED,S,Observation,Read,,Mapped from,12
1702,Language,SNOMED,S,Observation,SNOMED,S,Is a,1
1703,Language,SNOMED,S,Observation,SNOMED,,Concept replaces,3
1704,Language,SNOMED,S,Observation,SNOMED,,Concept same_as from,4
1705,Language,SNOMED,S,Observation,SNOMED,,Mapped from,4
1706,Language,SNOMED,,Language,SNOMED,S,Concept replaced by,9
1707,Language,SNOMED,,Language,SNOMED,S,Concept same_as to,38
1708,Language,SNOMED,,Language,SNOMED,S,Is a,10
1709,Language,SNOMED,,Language,SNOMED,S,Maps to,39
1710,Language,SNOMED,,Metadata,SNOMED,,Has Module,39
1711,Language,SNOMED,,Metadata,SNOMED,,Has status,39
1712,Meas/Procedure,Read,,Measurement,OMOP Extension,S,Maps to,1
1713,Meas/Procedure,Read,,Measurement,SNOMED,S,Maps to,1
1714,Meas/Procedure,Read,,Procedure,SNOMED,S,Maps to,1
1715,Measurement,CO-CONNECT,,Measurement,LOINC,S,Maps to,18
1716,Measurement,CO-CONNECT,,Meas Value,SNOMED,S,Maps to value,15
1717,Measurement,CO-CONNECT,,Observation,SNOMED,S,Maps to,6
1718,Measurement,CO-CONNECT TWINS,,Measurement,LOINC,S,Maps to,11
1719,Measurement,CO-CONNECT TWINS,,Measurement,SNOMED,S,Maps to,48
1720,Measurement,HCPCS,S,Drug,SNOMED,,Is a,1
1721,Measurement,HCPCS,S,Measurement,HCPCS,S,Mapped from,77
1722,Measurement,HCPCS,S,Measurement,HCPCS,S,Maps to,77
1723,Measurement,HCPCS,S,Measurement,OMOP Extension,S,Is a,5
1724,Measurement,HCPCS,S,Measurement,SNOMED,S,Is a,53
1725,Measurement,HCPCS,S,Measurement,SNOMED,,Is a,3
1726,Measurement,HCPCS,S,Procedure,SNOMED,S,Is a,25
1727,Measurement,HCPCS,,Measurement,LOINC,S,Maps to,2
1728,Measurement,HCPCS,,Measurement,OMOP Genomic,S,Maps to,28
1729,Measurement,HCPCS,,Measurement,SNOMED,S,Is a,1
1730,Measurement,HCPCS,,Measurement,SNOMED,S,Maps to,58
1731,Measurement,HCPCS,,Procedure,SNOMED,S,Is a,5
1732,Measurement,HCPCS,,Procedure,SNOMED,S,Maps to,14
1733,Measurement,ICD10,,Condition,ICD10,,Is a,26
1734,Measurement,ICD10,,Condition,ICD10,,Subsumes,15
1735,Measurement,ICD10,,Measurement,ICD10,,Is a,83
1736,Measurement,ICD10,,Measurement,ICD10,,Subsumes,83
1737,Measurement,ICD10,,Measurement,SNOMED,S,Maps to,116
1738,Measurement,ICD10,,Measurement,SNOMED,S,Maps to value,1
1739,Measurement,ICD10,,Meas Value,SNOMED,S,Maps to value,52
1740,Measurement,ICD10,,Observation,ICD10,,Subsumes,1
1741,Measurement,ICD10,,Procedure,ICD10,,Is a,5
1742,Measurement,ICD10CM,,Condition,ICD10CM,,Is a,80
1743,Measurement,ICD10CM,,Condition,ICD10CM,,Subsumes,48
1744,Measurement,ICD10CM,,Condition,SNOMED,S,Maps to value,1
1745,Measurement,ICD10CM,,Measurement,ICD10CM,,Is a,126
1746,Measurement,ICD10CM,,Measurement,ICD10CM,,Subsumes,126
1747,Measurement,ICD10CM,,Measurement,SNOMED,S,Maps to,165
1748,Measurement,ICD10CM,,Measurement,SNOMED,S,Maps to value,1
1749,Measurement,ICD10CM,,Meas Value,SNOMED,S,Maps to value,105
1750,Measurement,ICD10CM,,Observation,ICD10CM,,Is a,26
1751,Measurement,ICD10CM,,Observation,ICD10CM,,Subsumes,64
1752,Measurement,ICD10CM,,Observation,SNOMED,S,Maps to value,6
1753,Measurement,ICD9CM,,Condition,ICD9CM,,Is a,70
1754,Measurement,ICD9CM,,Condition,ICD9CM,,Subsumes,22
1755,Measurement,ICD9CM,,Measurement,ICD9CM,,Is a,172
1756,Measurement,ICD9CM,,Measurement,ICD9CM,,Subsumes,172
1757,Measurement,ICD9CM,,Measurement,LOINC,S,Maps to,1
1758,Measurement,ICD9CM,,Measurement,SNOMED,S,Maps to,187
1759,Measurement,ICD9CM,,Meas Value,SNOMED,S,Maps to value,53
1760,Measurement,ICD9CM,,Observation,ICD9CM,,Is a,4
1761,Measurement,ICD9CM,,Observation,ICD9CM,,Subsumes,20
1762,Measurement,ICD9CM,,Observation,SNOMED,S,Maps to value,3
1763,Measurement,ICD9CM,,Procedure,ICD9CM,,Is a,16
1764,Measurement,ICD9CM,,Procedure,ICD9CM,,Subsumes,12
1765,Measurement,LOINC,C,Measurement,LOINC,C,Is a,7607
1766,Measurement,LOINC,C,Measurement,LOINC,C,Subsumes,7607
1767,Measurement,LOINC,C,Measurement,LOINC,S,Subsumes,120588
1768,Measurement,LOINC,C,Measurement,LOINC,,Subsumes,6997
1769,Measurement,LOINC,C,Note,LOINC,S,Subsumes,9972
1770,Measurement,LOINC,C,Note,LOINC,,Subsumes,96
1771,Measurement,LOINC,C,Observation,LOINC,C,Is a,1
1772,Measurement,LOINC,C,Observation,LOINC,C,Subsumes,58
1773,Measurement,LOINC,C,Observation,LOINC,S,Subsumes,5793
1774,Measurement,LOINC,C,Observation,LOINC,,Is a,37678
1775,Measurement,LOINC,C,Observation,LOINC,,Subsumes,8799
1776,Measurement,LOINC,C,Procedure,LOINC,C,Subsumes,3
1777,Measurement,LOINC,C,Procedure,LOINC,S,Subsumes,12868
1778,Measurement,LOINC,C,Procedure,LOINC,,Subsumes,616
1779,Measurement,LOINC,S,Condition,Read,,Mapped from,1
1780,Measurement,LOINC,S,Condition,SNOMED,,Mapped from,57
1781,Measurement,LOINC,S,Condition/Meas,Read,,Mapped from,2
1782,Measurement,LOINC,S,Measurement,CO-CONNECT,,Mapped from,18
1783,Measurement,LOINC,S,Measurement,CO-CONNECT TWINS,,Mapped from,11
1784,Measurement,LOINC,S,Measurement,HCPCS,,Mapped from,2
1785,Measurement,LOINC,S,Measurement,ICD9CM,,Mapped from,1
1786,Measurement,LOINC,S,Measurement,LOINC,C,Is a,120588
1787,Measurement,LOINC,S,Measurement,LOINC,S,Contained in panel,19272
1788,Measurement,LOINC,S,Measurement,LOINC,S,Mapped from,66160
1789,Measurement,LOINC,S,Measurement,LOINC,S,Maps to,66160
1790,Measurement,LOINC,S,Measurement,LOINC,S,Panel contains,19272
1791,Measurement,LOINC,S,Measurement,LOINC,,Concept replaces,3388
1792,Measurement,LOINC,S,Measurement,LOINC,,Contained in panel,4427
1793,Measurement,LOINC,S,Measurement,LOINC,,Mapped from,3484
1794,Measurement,LOINC,S,Measurement,LOINC,,Panel contains,26
1795,Measurement,LOINC,S,Measurement,OMOP Extension,S,Is a,133
1796,Measurement,LOINC,S,Measurement,PPI,,Mapped from,23
1797,Measurement,LOINC,S,Measurement,Read,,Mapped from,11
1798,Measurement,LOINC,S,Measurement,SNOMED,S,Is a,19810
1799,Measurement,LOINC,S,Measurement,SNOMED,,Is a,17
1800,Measurement,LOINC,S,Measurement,SNOMED,,Mapped from,279
1801,Measurement,LOINC,S,Measurement,UK Biobank,,Mapped from,116
1802,Measurement,LOINC,S,Meas Value,LOINC,S,Has Answer,35066
1803,Measurement,LOINC,S,Meas Value,OMOP Extension,S,Has Answer,2
1804,Measurement,LOINC,S,Note,LOINC,S,Panel contains,35
1805,Measurement,LOINC,S,Observation,CO-CONNECT TWINS,,Mapped from,4
1806,Measurement,LOINC,S,Observation,ICD10,,Mapped from,1
1807,Measurement,LOINC,S,Observation,ICD10CM,,Mapped from,95
1808,Measurement,LOINC,S,Observation,LOINC,C,Is a,29344
1809,Measurement,LOINC,S,Observation,LOINC,S,Contained in panel,1114
1810,Measurement,LOINC,S,Observation,LOINC,S,Panel contains,6294
1811,Measurement,LOINC,S,Observation,LOINC,,Concept replaces,1
1812,Measurement,LOINC,S,Observation,LOINC,,Contained in panel,46
1813,Measurement,LOINC,S,Observation,LOINC,,Has component,66158
1814,Measurement,LOINC,S,Observation,LOINC,,Has method,28870
1815,Measurement,LOINC,S,Observation,LOINC,,Has property,66158
1816,Measurement,LOINC,S,Observation,LOINC,,Has scale type,66158
1817,Measurement,LOINC,S,Observation,LOINC,,Has system,66158
1818,Measurement,LOINC,S,Observation,LOINC,,Has time aspect,66158
1819,Measurement,LOINC,S,Observation,LOINC,,Mapped from,1
1820,Measurement,LOINC,S,Observation,LOINC,,Panel contains,1
1821,Measurement,LOINC,S,Observation,OPCS4,,Mapped from,1
1822,Measurement,LOINC,S,Observation,SNOMED,S,Is a,1
1823,Measurement,LOINC,S,Observation,SNOMED,,Mapped from,169
1824,Measurement,LOINC,S,Observation,UK Biobank,,Mapped from,16
1825,Measurement,LOINC,S,Procedure,LOINC,C,Is a,153
1826,Measurement,LOINC,S,Procedure,LOINC,S,Panel contains,6
1827,Measurement,LOINC,S,Procedure,LOINC,,Concept replaces,8
1828,Measurement,LOINC,S,Procedure,LOINC,,Mapped from,8
1829,Measurement,LOINC,S,Procedure,SNOMED,,Mapped from,1
1830,Measurement,LOINC,,Measurement,LOINC,C,Is a,6997
1831,Measurement,LOINC,,Measurement,LOINC,S,Concept replaced by,3388
1832,Measurement,LOINC,,Measurement,LOINC,S,Contained in panel,26
1833,Measurement,LOINC,,Measurement,LOINC,S,Maps to,3484
1834,Measurement,LOINC,,Measurement,LOINC,S,Panel contains,4427
1835,Measurement,LOINC,,Measurement,LOINC,,Concept replaced by,22
1836,Measurement,LOINC,,Measurement,LOINC,,Concept replaces,22
1837,Measurement,LOINC,,Measurement,LOINC,,Contained in panel,490
1838,Measurement,LOINC,,Measurement,LOINC,,Panel contains,490
1839,Measurement,LOINC,,Measurement,OMOP Extension,S,Is a,2
1840,Measurement,LOINC,,Measurement,SNOMED,S,Maps to,492
1841,Measurement,LOINC,,Meas Value,LOINC,S,Has Answer,7776
1842,Measurement,LOINC,,Meas Value,SNOMED,S,Maps to,2
1843,Measurement,LOINC,,Observation,LOINC,C,Is a,2675
1844,Measurement,LOINC,,Observation,LOINC,S,Concept replaced by,3
1845,Measurement,LOINC,,Observation,LOINC,S,Contained in panel,12
1846,Measurement,LOINC,,Observation,LOINC,S,Maps to,3
1847,Measurement,LOINC,,Observation,LOINC,S,Panel contains,48
1848,Measurement,LOINC,,Observation,LOINC,,Panel contains,3
1849,Measurement,LOINC,,Observation,SNOMED,S,Maps to,1
1850,Measurement,LOINC,,Procedure,LOINC,C,Is a,2
1851,Measurement,LOINC,,Procedure,LOINC,S,Concept replaced by,1
1852,Measurement,LOINC,,Procedure,LOINC,S,Maps to,1
1853,Measurement,LOINC,,Procedure,LOINC,S,Panel contains,158
1854,Measurement,LOINC,,Procedure,SNOMED,S,Maps to,6
1855,Measurement,NAACCR,S,Episode,NAACCR,,Has parent item,26
1856,Measurement,NAACCR,S,Measurement,NAACCR,S,Mapped from,1279
1857,Measurement,NAACCR,S,Measurement,NAACCR,S,Maps to,1279
1858,Measurement,NAACCR,S,Measurement,NAACCR,,Mapped from,8
1859,Measurement,NAACCR,S,Meas Value,NAACCR,S,Has Answer,18370
1860,Measurement,NAACCR,S,Meas Value,NAACCR,,Has Answer,9619
1861,Measurement,NAACCR,S,Meas Value,NAACCR,,Has permiss range,343
1862,Measurement,NAACCR,S,Metadata,Metadata,,Has type,177
1863,Measurement,NAACCR,S,Metadata,NAACCR,,Has end date,23
1864,Measurement,NAACCR,S,Metadata,NAACCR,,Has start date,1268
1865,Measurement,NAACCR,S,Observation,NAACCR,S,Has parent item,1242
1866,Measurement,NAACCR,S,Observation,NAACCR,,Has parent item,1242
1867,Measurement,NAACCR,S,Observation,NAACCR,,Variable to Schema,28888
1868,Measurement,NAACCR,S,Unit,UCUM,S,Has unit,121
1869,Measurement,NAACCR,,Measurement,NAACCR,S,Maps to,8
1870,Measurement,NAACCR,,Meas Value,NAACCR,S,Has Answer,1134
1871,Measurement,NAACCR,,Meas Value,NAACCR,,Has Answer,382
1872,Measurement,NAACCR,,Meas Value,NAACCR,,Has permiss range,134
1873,Measurement,NAACCR,,Metadata,Metadata,,Has type,134
1874,Measurement,NAACCR,,Metadata,NAACCR,,Has start date,143
1875,Measurement,NAACCR,,Observation,NAACCR,S,Has parent item,143
1876,Measurement,NAACCR,,Observation,NAACCR,,Has parent item,143
1877,Measurement,NAACCR,,Observation,NAACCR,,Variable to Schema,2097
1878,Measurement,NAACCR,,Unit,UCUM,S,Has unit,134
1879,Measurement,OMOP Extension,S,Condition,SNOMED,,Mapped from,3
1880,Measurement,OMOP Extension,S,Meas/Procedure,Read,,Mapped from,1
1881,Measurement,OMOP Extension,S,Measurement,HCPCS,S,Subsumes,5
1882,Measurement,OMOP Extension,S,Measurement,LOINC,S,Subsumes,133
1883,Measurement,OMOP Extension,S,Measurement,LOINC,,Subsumes,2
1884,Measurement,OMOP Extension,S,Measurement,OMOP Extension,S,Contained in panel,30
1885,Measurement,OMOP Extension,S,Measurement,OMOP Extension,S,Has precoord pair,230
1886,Measurement,OMOP Extension,S,Measurement,OMOP Extension,S,Is a,273
1887,Measurement,OMOP Extension,S,Measurement,OMOP Extension,S,Mapped from,802
1888,Measurement,OMOP Extension,S,Measurement,OMOP Extension,S,Maps to,802
1889,Measurement,OMOP Extension,S,Measurement,OMOP Extension,S,Panel contains,30
1890,Measurement,OMOP Extension,S,Measurement,OMOP Extension,S,Precoord pair of,230
1891,Measurement,OMOP Extension,S,Measurement,OMOP Extension,S,Subsumes,273
1892,Measurement,OMOP Extension,S,Measurement,OMOP Extension,,Is a,5
1893,Measurement,OMOP Extension,S,Measurement,OMOP Extension,,Subsumes,8
1894,Measurement,OMOP Extension,S,Measurement,Read,,Mapped from,29
1895,Measurement,OMOP Extension,S,Measurement,SNOMED,S,Is a,177
1896,Measurement,OMOP Extension,S,Measurement,SNOMED,S,Precoord pair of,51
1897,Measurement,OMOP Extension,S,Measurement,SNOMED,S,Subsumes,7
1898,Measurement,OMOP Extension,S,Measurement,SNOMED,,Is a,12
1899,Measurement,OMOP Extension,S,Measurement,SNOMED,,Mapped from,18
1900,Measurement,OMOP Extension,S,Measurement,UK Biobank,,Mapped from,43
1901,Measurement,OMOP Extension,S,Meas Value,LOINC,S,Precoord pair of,7
1902,Measurement,OMOP Extension,S,Observation,HCPCS,,Mapped from,1
1903,Measurement,OMOP Extension,S,Observation,OMOP Extension,S,Is a,1
1904,Measurement,OMOP Extension,S,Observation,Read,,Mapped from,1
1905,Measurement,OMOP Extension,S,Observation,SNOMED,S,Is a,5
1906,Measurement,OMOP Extension,S,Observation,SNOMED,,Is a,2
1907,Measurement,OMOP Extension,S,Observation,SNOMED,,Mapped from,15
1908,Measurement,OMOP Extension,S,Observation,UK Biobank,,Mapped from,8
1909,Measurement,OMOP Extension,S,Procedure,SNOMED,S,Is a,1
1910,Measurement,OMOP Extension,S,Spec Anatomic Site,SNOMED,S,Is a,1
1911,Measurement,OMOP Extension,,Measurement,OMOP Extension,S,Is a,8
1912,Measurement,OMOP Extension,,Measurement,OMOP Extension,S,Subsumes,5
1913,Measurement,OMOP Extension,,Measurement,SNOMED,S,Concept replaced by,17
1914,Measurement,OMOP Extension,,Measurement,SNOMED,S,Maps to,17
1915,Measurement,OMOP Genomic,S,Condition,SNOMED,,Variant of,17
